Area,DiametroEquivalente,Excentricidad,Redondez,Compacidad
47533.0,246.0099496,0.631954792,0.88335914,0.87988992
51901.0,257.0649832,0.594460947,0.925307858,0.8964131
53942.0,262.0707682,0.829426367,0.849570865,0.8012038345
46063.0,242.1760375,0.709810993,0.921091406,0.838176038
47264.0,245.3128489,0.865235765,0.825914931,0.705264952
45525.0,240.7576173,0.878132858,0.88335914,0.690549818
30431.0,196.8399161,0.699256372,0.946713221,0.844763962
28053.0,238.5768233,0.744035145,0.917642289,0.814316411
71882.0,302.5276929,0.832753117,0.88335914,0.739995655
53811.0,261.7523508,0.862595449,0.828447499,0.709929222
26420.0,183.4093476,0.727870085,0.906664778,0.826967878
34821.0,210.5599064,0.768215901,0.909403346,0.799573214
62209.0,281.4373089,0.740253597,0.817344065,0.8012038345
33066.0,205.185133,0.76429307,0.916487542,0.81817484
43874.0,236.3516697,0.76429307,0.881482066,0.78393348
32539.0,203.5434635,0.731502155,0.922598174,0.824948132
64313.0,286.1570458,0.80192282,0.875946784,0.769704897
36686.0,216.1251164,0.7375749,0.910960608,0.821257745
26228.0,238.5768233,0.703133457,0.924872072,0.8012038345
58604.0,273.160997,0.880162072,0.790668237,0.685338158
43665.0,235.7880504,0.76429307,0.93916712,0.860366896
27252.0,186.2748616,0.741459325,0.92202667,0.818677069
40741.0,227.7565637,0.764972815,0.898892611,0.800321662
39277.0,223.6269876,0.651966573,0.951696834,0.870157142
68384.0,295.0749278,0.748135933,0.88335914,0.812855534
43077.0,234.1950893,0.890556509,0.784460492,0.670967192
42659.0,238.5768233,0.652485598,0.88335914,0.868502071
40896.0,228.1894047,0.768593357,0.889137032,0.796212411
35454.0,212.4651379,0.580091585,0.971527984,0.902063072
78661.0,238.5768233,0.695308143,0.801838829,0.846943888
43629.0,235.6908316,0.767270323,0.87260523,0.798800155
26591.0,184.0019368,0.746680929,0.923875294,0.814392518
37771.0,219.2978131,0.76429307,0.93417992,0.903768188
67397.0,292.9377504,0.810434599,0.845869549,0.760364461
39210.0,223.4361711,0.773606639,0.88335914,0.795248651
31972.0,238.5768233,0.773573166,0.913561489,0.794998057
38427.0,221.1939782,0.851782424,0.844173528,0.721597149
42802.0,233.4463514,0.794249664,0.854621542,0.776373743
49556.0,251.1904833,0.758462098,0.887360404,0.80504491
59944.0,276.266305,0.878059615,0.757154721,0.688887679
71081.0,238.5768233,0.817348701,0.768600909,0.756925526
50721.0,254.1259195,0.808525437,0.860549411,0.765049551
41781.0,238.5768233,0.746085582,0.872157866,0.815450112
53042.0,259.8753007,0.850455434,0.828551358,0.722578808
59385.0,274.975145,0.621309979,0.899970909,0.884188935
34584.0,209.8421226,0.804091076,0.87485741,0.770208784
51010.0,254.8488752,0.866473343,0.88335914,0.703922006
48758.0,249.1598156,0.775515401,0.891922087,0.792976717
38115.0,220.2941789,0.519280231,0.946601527,0.923746809
35099.0,211.3987578,0.691399835,0.933636449,0.849019306
51492.0,256.050094,0.83869045,0.85893878,0.736680751
70943.0,300.5452263,0.820780382,0.826724444,0.751957754
29389.0,193.4405257,0.746714355,0.901987077,0.813520379
38769.0,222.1761101,0.757553006,0.885509868,0.806435275
41447.0,229.7214823,0.449866048,0.973231424,0.944749314
32631.0,203.8310074,0.789545661,0.886086934,0.78271254
37856.0,219.5444288,0.622834724,0.88335914,0.883726349
72464.0,303.7499471,0.778116134,0.875048646,0.788456287
45482.0,240.6438883,0.80204865,0.872677842,0.770648837
79031.0,238.5768233,0.847764786,0.837979088,0.722215994
78046.0,315.2320629,0.76429307,0.839593442,0.762495849
31901.0,201.5381222,0.71194496,0.923102489,0.836698092
47855.0,246.8418085,0.850971981,0.828688965,0.72085323
42339.0,232.1802944,0.604346666,0.968387491,0.892317032
37206.0,217.6514427,0.783144415,0.908260674,0.787981785
34955.0,210.9646612,0.730208557,0.88335914,0.825214414
49783.0,251.7651371,0.88995417,0.88335914,0.671384642
42767.0,233.3508852,0.494711622,0.92290717,0.932007583
31824.0,201.2947473,0.755854382,0.903608903,0.808326449
47009.0,244.6501947,0.723966029,0.916188139,0.82760755
28336.0,189.9434541,0.753835051,0.917207834,0.809165502
45440.0,240.5327523,0.784457215,0.892488964,0.785881737
59179.0,274.4978015,0.85282251,0.818975637,0.718186492
39956.0,225.5516776,0.732078592,0.904244356,0.823579864
39295.0,223.678224,0.540399095,0.919544349,0.91596662
41574.0,230.0731641,0.682914729,0.928876106,0.854254949
48611.0,238.5768233,0.642737487,0.94316551,0.874467639
77972.0,315.0825825,0.810862962,0.84345928,0.75833903
45720.0,241.2726922,0.865506792,0.776175093,0.704455496
34189.0,208.6403288,0.711574669,0.909628874,0.837703963
39028.0,222.9170091,0.739520281,0.912347324,0.819043035
44193.0,237.2093489,0.804468022,0.849491923,0.767986057
46907.0,238.5768233,0.841603097,0.80152014,0.728287476
44032.0,236.7768647,0.73925975,0.906449762,0.816721007
66372.0,290.7016599,0.831710712,0.811653628,0.740177286
35020.0,211.1607181,0.720636561,0.917224733,0.831243485
34089.0,208.3349775,0.732297939,0.923537751,0.8012038345
71608.0,238.5768233,0.805744733,0.792552093,0.767768396
39728.0,224.9072267,0.583313174,0.88335914,0.900249736
43784.0,236.1091278,0.712935851,0.910705869,0.836355534
55607.0,266.084632,0.678671061,0.865577715,0.854424371
27059.0,185.6140858,0.707267005,0.89554348,0.839772083
56525.0,268.2719987,0.712938806,0.932433728,0.835966077
79935.0,238.5768233,0.797232966,0.85761676,0.774116783
67909.0,238.5768233,0.815103675,0.84702884,0.755719762
60670.0,277.9342425,0.878071843,0.779007948,0.690692431
29261.0,193.0188134,0.717896589,0.91488335,0.833028592
58419.0,238.5768233,0.883864477,0.760604661,0.8012038345
40459.0,226.9669552,0.565298386,0.964256688,0.907680086
39370.0,223.8915829,0.756162564,0.894404896,0.807743215
48682.0,248.9655549,0.830377455,0.848754977,0.745102157
77728.0,314.5891977,0.796073138,0.880262646,0.77595159
34521.0,209.6509059,0.491904913,0.972433566,0.932796198
36926.0,238.5768233,0.72846849,0.904122626,0.826852957
69824.0,298.1655211,0.808202134,0.78747879,0.766396379
43346.0,234.9251824,0.761780961,0.878327869,0.801437175
36804.0,238.5768233,0.754378504,0.898873094,0.807352027
40125.0,226.0281769,0.738622027,0.92484172,0.820019858
75650.0,310.3555567,0.833855203,0.823596106,0.8012038345
50107.0,252.5830831,0.76429307,0.755446675,0.652148018
42428.0,232.4241971,0.76429307,0.888522015,0.815840334
28472.0,190.3987298,0.655498015,0.88335914,0.866437799
55319.0,265.3946842,0.870505455,0.797486655,0.698374114
33893.0,238.5768233,0.755154514,0.908424367,0.808862747
34260.0,208.8568572,0.599412484,0.947646802,0.892537037
33750.0,238.5768233,0.76429307,0.923641672,0.845909321
44756.0,238.7155401,0.59496758,0.821691573,0.89548104
61498.0,279.8243834,0.809682094,0.838631007,0.760594662
30188.0,196.0524302,0.699850459,0.88335914,0.843359146
41836.0,230.7969878,0.692993649,0.915568694,0.848209492
30331.0,196.5162299,0.749365531,0.88335914,0.812661583
39102.0,223.1282427,0.794853591,0.873782387,0.778260303
32620.0,238.5768233,0.673137332,0.948542693,0.859523722
41435.0,229.6882246,0.627262451,0.955525031,0.882136948
60090.0,276.6025384,0.833701324,0.787170501,0.736268295
44436.0,237.8606155,0.631834039,0.934719603,0.8012038345
32061.0,202.042899,0.792571008,0.896796375,0.780020694
36147.0,214.531559,0.613488463,0.900972633,0.8012038345
36349.0,215.1301564,0.78151886,0.899931387,0.789401635
61707.0,280.2994695,0.811959337,0.839302622,0.762834702
39509.0,224.2864712,0.678893828,0.912276145,0.856443102
51342.0,255.6768756,0.79028788,0.88270263,0.781970538
77531.0,314.1902849,0.797779513,0.77930532,0.775243828
46783.0,244.0613972,0.78540146,0.900524712,0.785645314
73623.0,306.1694221,0.858554071,0.762845424,0.714494093
47357.0,245.5540778,0.782425825,0.88052906,0.787495825
38629.0,221.7745936,0.831730656,0.845181424,0.742164795
71483.0,301.6868946,0.752346421,0.751387608,0.810834067
35214.0,211.7447929,0.786001446,0.87461303,0.785133793
63213.0,283.6992974,0.778138814,0.853387304,0.78891263
27172.0,186.0012498,0.794157806,0.882786006,0.777021659
38276.0,220.7589564,0.561042606,0.963838543,0.909361321
43713.0,238.5768233,0.67442183,0.88335914,0.858720522
44706.0,238.58216,0.599031185,0.93885338,0.894288849
40798.0,227.915833,0.730890247,0.895772193,0.824919721
45137.0,239.7294586,0.63532721,0.944887593,0.878315618
44028.0,236.7661096,0.739724766,0.905261716,0.81909517
35059.0,211.2782649,0.535143216,0.976379396,0.918474918
68256.0,294.7986404,0.827869879,0.831420346,0.745203087
55703.0,266.3142173,0.880551448,0.804671214,0.68712051
65425.0,238.5768233,0.610241524,0.84788834,0.888026597
36606.0,215.8893392,0.643920762,0.93817089,0.8744453
28488.0,190.4522201,0.683160646,0.912195458,0.853692333
30848.0,198.1839889,0.73707109,0.924424575,0.820724801
64530.0,286.6394038,0.802677421,0.802951908,0.771328099
66408.0,290.7804871,0.777495517,0.890672688,0.791362861
35302.0,212.0092036,0.588567005,0.962164123,0.898595039
37894.0,219.6545909,0.73674014,0.920580209,0.821001541
48557.0,248.645717,0.837778888,0.821061408,0.735185257
39411.0,224.0081331,0.76429307,0.874788759,0.790198702
47604.0,246.1936134,0.766450105,0.897080401,0.800373308
76864.0,312.8358745,0.823135637,0.781252158,0.752891991
35444.0,212.4351723,0.738783087,0.917228884,0.820251453
34486.0,209.5445989,0.726961617,0.912992465,0.828159234
29123.0,238.5768233,0.707162554,0.933860584,0.840222677
66086.0,290.0746603,0.753336569,0.759585299,0.808906222
65897.0,289.6595696,0.731590198,0.855511148,0.823485866
36272.0,214.9021749,0.619886114,0.868347978,0.884838658
46638.0,238.5768233,0.805551402,0.874211251,0.767800323
34248.0,208.8202766,0.797264187,0.893598453,0.776410007
40441.0,226.9164613,0.734593729,0.878144724,0.820452325
44216.0,237.271068,0.761835919,0.88335914,0.804022497
38990.0,222.80846,0.441460449,0.943984912,0.8012038345
37094.0,238.5768233,0.76429307,0.88335914,0.903292479
40596.0,227.3509018,0.607921132,0.943478661,0.890312391
34908.0,238.5768233,0.825756839,0.88335914,0.748058788
35176.0,211.6305135,0.592053019,0.954729791,0.89753302
46511.0,243.350867,0.715180561,0.89103817,0.834654158
43372.0,234.9956288,0.707840417,0.91186855,0.838891028
38814.0,238.5768233,0.757198986,0.855027329,0.807475089
57222.0,269.9209388,0.820842283,0.853199583,0.751643642
63450.0,284.2306266,0.815090407,0.802781046,0.758718655
42766.0,233.348157,0.769345209,0.883347409,0.798188217
30170.0,195.993972,0.660745574,0.940676273,0.865133914
59651.0,275.5902975,0.903381985,0.708291643,0.653078538
29551.0,238.5768233,0.712686583,0.917827986,0.836523036
34800.0,210.4964041,0.71866025,0.91426661,0.832666359
50527.0,253.6394576,0.80728316,0.88335914,0.766744725
53472.0,260.9265508,0.815292197,0.854733795,0.758859441
41210.0,229.0637502,0.747911802,0.906317447,0.813164974
30966.0,238.5768233,0.766934053,0.909625129,0.800143988
64526.0,286.6305198,0.833919982,0.6934104,0.741406377
43625.0,235.680027,0.737059431,0.91686511,0.821225916
44855.0,238.5768233,0.794248811,0.881768248,0.778018473
57037.0,269.4842554,0.865432761,0.815108739,0.703623224
59344.0,274.8802058,0.79686796,0.836346064,0.773385029
48965.0,249.6881541,0.753155711,0.88335914,0.80853308
60736.0,278.0853772,0.749392947,0.785854079,0.812057795
35438.0,212.4171909,0.570023834,0.97044743,0.906101858
55475.0,265.7686282,0.871522558,0.738350265,0.697905673
75228.0,309.4887146,0.820525106,0.827077528,0.749907858
68570.0,238.5768233,0.760781777,0.80421129,0.803375444
48009.0,247.2386647,0.877940922,0.794185582,0.689328722
27983.0,188.7566216,0.739864713,0.914231158,0.819598771
57544.0,270.6793239,0.867020454,0.88335914,0.703857935
38162.0,220.4299605,0.728682463,0.940867595,0.826547195
26749.0,184.547784,0.709934247,0.911863239,0.837456033
31158.0,199.1773023,0.469924157,0.952623101,0.939218858
55699.0,266.3046552,0.709335508,0.778176004,0.838850188
30437.0,196.8593204,0.686514211,0.922839029,0.85094998
41627.0,230.2197701,0.805721148,0.88335914,0.76876958
80355.0,319.861163,0.815526865,0.848822575,0.755877383
37913.0,219.7096513,0.741410634,0.917130471,0.817359148
45391.0,240.4030286,0.777439223,0.890884901,0.791009475
71133.0,300.9474182,0.738193295,0.810360458,0.820397509
40127.0,226.0338099,0.740437331,0.924016628,0.818589949
54643.0,263.7681339,0.87272629,0.78859082,0.695122423
43864.0,238.5768233,0.79426686,0.862537245,0.778843877
28405.0,190.1745758,0.787279371,0.898922581,0.782860628
39911.0,225.4246292,0.790434007,0.906805025,0.781841313
39330.0,223.7778168,0.738520015,0.88335914,0.820729567
35881.0,213.7407498,0.670760604,0.917350981,0.859035683
57618.0,270.853311,0.873762459,0.790078258,0.695173126
28540.0,190.6259599,0.754038966,0.896827576,0.809794633
76098.0,311.2731644,0.758005894,0.829694722,0.8012038345
41226.0,229.1082135,0.66864186,0.948804675,0.861999853
46590.0,243.5574478,0.781567477,0.882806334,0.788546419
54860.0,264.2913571,0.858111824,0.829597654,0.714821626
31748.0,201.0542441,0.546072628,0.968482156,0.914812218
46387.0,243.0262594,0.785311438,0.874394871,0.783348541
39215.0,223.4504168,0.65397828,0.945970661,0.868953342
27682.0,187.7386936,0.690052711,0.941862285,0.850208928
29634.0,194.2451561,0.759249608,0.912078897,0.806223752
77054.0,313.2222851,0.803698386,0.840957482,0.768832308
45037.0,239.4637538,0.476891438,0.925060944,0.936951741
35781.0,213.4426952,0.612516338,0.88335914,0.888683792
34936.0,210.9073179,0.561130429,0.942296065,0.908990973
55381.0,238.5768233,0.844473023,0.831300224,0.731237666
54187.0,262.6652455,0.833333262,0.785266682,0.742443452
78848.0,316.8475842,0.745298466,0.836410526,0.815260404
45147.0,239.7560129,0.821261719,0.845354227,0.753943379
27752.0,187.9759129,0.664582893,0.930213686,0.863571364
33795.0,207.4346413,0.741139229,0.934787469,0.818827005
79900.0,318.9542908,0.841216691,0.813280175,0.726715715
54147.0,238.5768233,0.8798877,0.805606565,0.687838286
39852.0,225.2579462,0.765762037,0.909216355,0.80026764
28222.0,189.5609834,0.752485007,0.919185731,0.810496532
37736.0,219.1961849,0.830276205,0.756796985,0.737066691
61345.0,279.476081,0.875744425,0.783402501,0.691283275
33168.0,238.5768233,0.637220052,0.899742964,0.877028274
43788.0,236.1199127,0.776601082,0.889915263,0.792125577
71598.0,301.9294701,0.820404274,0.88335914,0.754711143
44670.0,238.4860802,0.773434564,0.880206573,0.791461387
37108.0,217.3646085,0.743076442,0.930649931,0.817546498
72633.0,304.1039425,0.769604064,0.794879199,0.797009484
38687.0,221.9410243,0.717356545,0.88335914,0.833975096
43626.0,235.6827282,0.606335563,0.88335914,0.891086237
34980.0,211.0400893,0.570665001,0.88335914,0.905717705
45344.0,240.278534,0.738395775,0.88335914,0.819394175
39659.0,224.7118313,0.764565886,0.903179191,0.801752886
36473.0,215.4967886,0.512590135,0.9599206,0.926323169
38858.0,222.4309831,0.777788606,0.88335914,0.791806139
45944.0,241.8630142,0.774813203,0.903569263,0.794160896
72741.0,304.3299488,0.746644127,0.88335914,0.813663776
41463.0,229.7658183,0.75334408,0.901832106,0.809927097
37997.0,219.9529108,0.76429307,0.957352263,0.890844513
50923.0,254.6314539,0.783205225,0.877466369,0.784876763
46447.0,243.1833817,0.794521713,0.86998701,0.778452412
38891.0,222.5254123,0.87116818,0.780421893,0.8012038345
69886.0,298.2978693,0.800247828,0.746638708,0.772529018
52961.0,259.6767982,0.853060871,0.88335914,0.713361222
56693.0,238.5768233,0.625612942,0.817767348,0.882398409
31090.0,198.9598388,0.760449983,0.889410559,0.805273091
44048.0,236.8198798,0.644713487,0.88335914,0.873608346
58380.0,272.6384504,0.87846496,0.794822854,0.689357957
43119.0,234.3092314,0.716838398,0.917885724,0.834165766
38670.0,221.8922558,0.575400165,0.95975093,0.903759073
45110.0,238.5768233,0.764338135,0.893327719,0.80047425
27597.0,187.450238,0.793545691,0.88335914,0.776340743
45000.0,238.5768233,0.810259449,0.874698589,0.76403881
29124.0,192.5664262,0.813149346,0.882360368,0.762119138
75720.0,310.4991116,0.771617124,0.789781488,0.8012038345
48856.0,249.4100864,0.774922839,0.887324819,0.794111235
36104.0,238.5768233,0.66305439,0.929912984,0.8646426
77684.0,314.5001443,0.787954253,0.861224359,0.781820363
41376.0,238.5768233,0.630649831,0.965960156,0.880258186
61453.0,279.7219865,0.816524236,0.830709788,0.757446197
52774.0,259.2179464,0.769670387,0.875185892,0.796216356
41626.0,230.2170048,0.751754815,0.905272593,0.811334085
50223.0,252.8752848,0.749109892,0.892754965,0.810632307
58003.0,271.7567171,0.761627245,0.88335914,0.803916711
44957.0,239.2509775,0.808353219,0.842506039,0.763166886
38794.0,222.2477332,0.642826979,0.937326057,0.874781819
44429.0,237.8418797,0.395833567,0.986102963,0.957530224
54631.0,263.7391696,0.656099146,0.88335914,0.867815819
41791.0,230.6728285,0.769514717,0.886396869,0.798400575
75677.0,310.4109357,0.781961646,0.880351241,0.787432335
44911.0,239.1285453,0.549221921,0.949412532,0.913277292
47636.0,246.2763467,0.803170481,0.88335914,0.770866558
69833.0,298.1847366,0.804819997,0.847231309,0.767438306
39463.0,224.1558658,0.811793262,0.866396429,0.763244509
28705.0,191.1762044,0.767529043,0.906870272,0.799701163
34113.0,208.4083026,0.459431581,0.943888774,0.941990931
42143.0,231.6422546,0.667862582,0.95159941,0.8620829
31346.0,199.7772929,0.77733939,0.89734056,0.791645051
65806.0,289.4594989,0.76429307,0.76036276,0.801546675
31823.0,201.2915846,0.57785815,0.91103962,0.903168466
58485.0,272.8835187,0.834069089,0.828873492,0.735033975
74894.0,238.5768233,0.763306015,0.755421247,0.800721986
35725.0,213.2756028,0.565741088,0.957669592,0.906956028
77559.0,314.2470141,0.823359263,0.88335914,0.750542047
50724.0,254.1334348,0.76429307,0.883178599,0.803268953
29450.0,238.5768233,0.788638963,0.900290451,0.783346412
76135.0,311.3488281,0.814362043,0.871679449,0.760611905
36919.0,238.5768233,0.65059687,0.928909988,0.871130126
41645.0,230.2695395,0.604165751,0.88335914,0.891742233
75854.0,238.5768233,0.801583238,0.793742777,0.771223426
47029.0,244.7022324,0.707614528,0.923971174,0.839335477
34125.0,208.4449555,0.743720773,0.927092197,0.8012038345
36995.0,217.0334006,0.620271881,0.963087575,0.885103847
52452.0,258.4259287,0.813914849,0.854970693,0.755298208
53196.0,260.252283,0.858657469,0.88335914,0.714661574
51560.0,256.2191073,0.75301876,0.894844043,0.808613615
74382.0,238.5768233,0.830089597,0.811465866,0.744565678
35689.0,213.168117,0.710388562,0.924609012,0.837715491
29891.0,238.5768233,0.734474024,0.88335914,0.823116801
51118.0,255.1185196,0.818525169,0.842054956,0.756153347
51280.0,255.5224527,0.861037671,0.794801966,0.710626878
44881.0,239.0486645,0.760270738,0.883467929,0.804661006
61787.0,280.4811077,0.796190585,0.871454825,0.77569694
33255.0,205.7707002,0.776722532,0.88335914,0.792058302
39316.0,223.737985,0.726407943,0.915156297,0.828294885
32898.0,238.5768233,0.711146988,0.90203326,0.837020099
51792.0,256.7949036,0.773956202,0.841414025,0.786823534
48677.0,248.9527693,0.782196616,0.875158727,0.784655091
53053.0,259.9022462,0.76429307,0.823337011,0.707508601
31746.0,201.0479112,0.721815346,0.88335914,0.8012038345
28532.0,190.5992411,0.728005767,0.912925134,0.827483527
64314.0,286.1592705,0.727942606,0.811767889,0.826467559
45428.0,240.5009897,0.569848474,0.965080057,0.905929844
49708.0,251.5754187,0.787726126,0.875151226,0.78284197
31143.0,199.1293528,0.756440724,0.916289284,0.807650573
46581.0,243.5339221,0.892636317,0.616993015,0.667615832
39579.0,238.5768233,0.508198334,0.956094061,0.927447433
71272.0,301.2413133,0.821216536,0.860318805,0.752385515
55702.0,238.5768233,0.879605493,0.784005423,0.688119247
42297.0,232.0651051,0.840758803,0.847488422,0.734107894
37310.0,217.9554253,0.771140257,0.888174134,0.795923174
45057.0,238.5768233,0.788730861,0.883384234,0.78283476
35354.0,212.1652914,0.76429307,0.957339529,0.894119318
40705.0,227.6559151,0.546598964,0.88335914,0.913780814
35205.0,211.7177323,0.77233403,0.903993934,0.795650109
29242.0,192.9561369,0.759620387,0.911185011,0.8012038345
68602.0,295.5448853,0.823898513,0.814302852,0.8012038345
34655.0,210.0574122,0.777216055,0.88335914,0.790880422
45369.0,240.3447626,0.862410933,0.81908654,0.708997369
44808.0,238.8541763,0.555920174,0.944924713,0.910981505
40130.0,226.0422592,0.717406451,0.88335914,0.832359618
45014.0,239.4026,0.619456007,0.946716252,0.88547382
44049.0,236.822568,0.837679472,0.837826223,0.73375451
33171.0,205.5106541,0.76429307,0.973563187,0.924667176
26307.0,183.0167006,0.703133705,0.899406859,0.84133302
75410.0,309.8628633,0.817947488,0.866356586,0.755520782
47601.0,246.1858557,0.76429307,0.880914117,0.776258523
70908.0,300.4710795,0.824958891,0.88335914,0.749014253
49441.0,250.8988568,0.8268337,0.848256454,0.743259136
69542.0,297.5628075,0.808198684,0.857504979,0.763180961
60340.0,238.5768233,0.763763481,0.787968816,0.802351719
41256.0,229.1915589,0.628142672,0.955501108,0.881029587
45921.0,241.8024672,0.76429307,0.85493087,0.781804301
81074.0,321.2890021,0.852626042,0.842040425,0.72191961
37537.0,218.6174577,0.832776187,0.855332496,0.742936018
47542.0,246.0332385,0.833851678,0.777975337,0.726933639
38927.0,222.6283804,0.713209812,0.935230675,0.835729167
31656.0,238.5768233,0.755799016,0.92393151,0.808527745
61633.0,280.1313493,0.846286087,0.794873884,0.71413994
68749.0,295.8613619,0.815186079,0.823556004,0.755997204
27128.0,185.8505915,0.704162509,0.922187123,0.842283824
28354.0,190.0037738,0.73761972,0.903152484,0.820040246
28608.0,190.8529195,0.733530376,0.88335914,0.823819553
24307.0,238.5768233,0.751163817,0.925628584,0.811102778
40787.0,227.8851055,0.766619325,0.89882103,0.800406766
